medicines,Disease,symptoms
,KAPANUBANDHA-RAKTARSAH,"faeces not well performed, white-yellow faeces, yellowish feces, slimy faeces, heavy faeces, cold faeces, thick with blood containing faces, sticky /thready appearance of blood/bleeding, pale blood passing, mucoid blood passing, moist anus, anus felt as if covered by a wet cloth"
,SAHAJA-ARSAH,"malnourished/wasted since birth, discolouration, wasted/dried up/emaciated, apathy, heavy flatus, obstructed and stagnated flatus, excess urination/polyuria, obstructed and stagnated urine, stool in large quantity, obstructed/stagnated stool/constipated, mutiple gravely particles in urine, urolithiasis, invariable consistency of stool intermittently, intermittently constipated, intermittent loose motions, intermittently properly formed stool, intermittently improperly formed stool, intermittently dry stool, intermittently improperly formed semisolid stool, defecation of whitish stool, defecation of pale colored stool, defecation of greenish stool, defecation of yellowish stool, defecation of reddish stool, defecation of slightly reddish stools, defecation of little quantity stools, defecation of thick stools, defecation of slimy stools, defecation of cadaveric smell stools, severe cutting type of pain in umbilical region, severe cutting type of pain in bladder region, severe cutting type of pain in groins, proctalgia, dysentery, horripilation, excessive urination, severe constipation, barborygmus/gurgling sound of intestines, upword movement of vāyu with retention of stool and urine, feeling as if heart is coated/wrapped, feeling as if sense organs are coated, excessive eructations, supressed eructations, bitter belchings/eructations, sour belching/eructation, weakness of the body, weak agni/diminution of agni, loss of libido, anger, sorrowfull, cough, breathlessness/difficult breathing, black outs, thirst, nausea, vomitting, tastelessness, indigestion, cold, catarrh, sneezing, errors of refraction/partial blindness, headache, weak and feeble voice, hoarseness of voice, diminished voice, stammering, shattered /broken voice, diseases of ear, swelling in hands, pedal oedema, oedema of face, periorbital odema, associated with fever, generalised bodyache, pain in small joints, pain in all bones, intermittent stiffness in sides of chest, intermittent stiffness in abdomen/flanks, intermittent stiffness in bladder, intermitten stiffness in heart/cardiac region, intermittent stiffness in back, intermittent stiffness in sacroiliac region, meditating look, severe lethargy"
,ASADHYA-ARSAH,"swelling in hands, swelling in legs, swelling in face, swelling in umbilical region, swelling in anus, swelling in scrotum, pain in the precordium/cardiac region, pain in sides of chest/flanks, unconsciousness/confusion, vomiting, pain, fever, thirst, proctitis, internal piles"
,NABIJA-ARSAH,"soft pile mass, discharge with foul smell, slimy pile mass, pile mass have the shape of earthworms"
,MEDHRAJA-ARSAH,"itching, ulcers are produced, appearance of new growths, sero-sanguinous discharge originate, destruction of penis, impotence/loss of sexual vigor"
,MUKHARSAH,"produses diseases of throat, diseases of lips, diseases of palate, stuttering/stammmering, inability to perceive taste, produses diseases of oral cavity"
,NETRAJA-ARSAH,"inability to open he eyelids, pain, discharge, loss of vision"
,ARSA-ARISHTALAKSHANAM,"thirst, tastelessness, pain, profuse bleeding, oedema, diarrhoea"
,GRANTHIH,"elevated swelling, knotted swelling, rounded swelling"
,VATAJAGRANTHIH,"feeling of stretching, distress, pricking pain, a feeling of being thrown away, associated with cutting sensation, a feeling of being torn down, blackish swelling, swelling which is not soft/hard swelling, distended like a basti/urinary bladder, on bursting clear blood discharge, abrupt increase and decrease in selling, soft swelling"
,PITTAJAGRANTHIH,"severe burning, fuming sensation, sucking type of pain, inflammation/suppuration, a feeling of being burnt up, reddish swelling, yellow swelling, profuse, warm, and bloody discharge(on bursting), quick suppuration"
,KAPAJAGRANTHIH,"cold swelling, goat coloured swelling, swelling with mild pain, swelling with excessive itching, swelling has the consistency of a stone, increases over a long period of time, discharges white and thick pus on bursting, painless micturition, body coloured swelling"
,MEDOJAGRANTHIH,"swelling increases or decreases according to increase or decrease of body mass, unctuous swelling, large swelling, swelling with mild pain, associated with eccessive itching sensation, on bursting discharge comes out resembling an oil cake or ghee, soft swelling, mobile swelling, on bursting thick coppery black cloloured meda discharge"
,SIRAJAGRANTHIH,"raised and round swelling, nonpulsatile nodule, painless micturition"
,RAKTAJAGRANTHIH,"numbness, features of pitta granthi"
,ASTHIJAGRANTHIH,"elevated swelling, depressed swelling"
,MAMSAJAGRANTHIH,"unctuous, large in size, hard, studded with veins"
,VRANAJAGRANTHIH,"associated with burning sensation, itching sensation"
,ASADHYA-GRANTHIH,"broad, rough and fixed nodular swelling, mobile swelling, located at vital points, located in throat, located in abdomen"
,MAMSAPAKAH,"sloughing off māṁsa, all types of pain"
,MAMSAPRADOSHAJAROGAH,"excess growth, tumor, kīlaḥ, galaśālūka, galaśuṇḍikā, putrifaction of māṁsa, alaji, nodular swelling, series of nodules in neck region, upajivhika"
,PRAMEHAH,"turbid urination, excessive urination"
,PRAMEHA-PURVARUPAM,"lethargy, mattedness of hair/entangled hair, sweetness in mouth, burning sensation in palm, burning sensation in soles, numbness in palms, numbness in soles, dryness in mouth, dryness in palate, dryness in throat, thirst, dirty look of body, stickiness/excessive excreta over body orifices, severe burning sensation, numbness over body, crawling by insects and ants on body, encroachment of urine by insects and ants, urine afflicted with symptoms as in urinary diseases, acidic/pungent smell of the body, always feeling sleepy, always feeling drowsy , excessive unctuosness of body, slimeness over body, heaviness of body, sweetness of urine, whitishness of urine, exhaustion or tirednes of body, foul smell of body, breathlessness/difficult breathing, formation of waste materials on palate, formation of waste materials on throat, formation of waste materials on throat, formation of waste materials over teeth, excessive growth of nails, excessive sweating, asthenia of limbs, desire for lying in bed, desire for sleeping, desire to sit without any activity, feeling of coating over heart/precordium, feeling of coating over eyes, feeling of coating over tongue, feeling of coating over ear, excessive growth of hairs, excessive growth of nails, affection towards cold, dryness of throat, dryness of palate, sweetness in mouth, stickiness of body, heaviness of body parts"
,UDAKAMEHAH,"transparent clear urination, profuse urination, whitish/colourless urination, cold urination, elimination of odourless water like urine, painless micturition, urine which is occasionally turbid or sticky"
,IKSHUVALIKAMEHAH,"excessive sweet urination, elimination of cold urine, elimination of urine which is slightly sticky, turbid urination, elimination of urine which is like sugarcane juice"
,SANDRAMEHAH,"urine when kept overnight, undergoes sedimentation, turbid urination, thick coarse urine"
,SANDRAPRASADAMEHAH,on sedimention urine separates into some transparent and some turbid part
,SUKLAMEHAH,"elimination of whitish urine, elimination of flour whitish urine, increased urine frequency, "
,SUKRAMEHAH,"semen like appearance of urine, semen mixed urination, frequent micturition"
,SITAMEHAH,"excessively cold urination, excessive sweet urination, elimination of cold urine, profuse urination, profuse urination"
,SANAIRMEHAH,"urination with reduced flow, urination with reduced flow, difficulty in micturition/dysuria, slow elimination of urine, elimination of mucus mixed urine, elimination of slimy urine"
,SIKATAMEHAH,"minute gravel in urine, gravel in urine, painful micturition, passes saliva like urine containing shreds"
,LALAMEHAH,"passes saliva like urine containing shreds, slimy urine"
,SURAMEHAH,"urine resembling sura, upper transparent and lower turbid urination"
,LAVANAMEHAH,salty urine
,PISHTAMEHAH,"flour white urination, bristling while micturition, profuse urination, whitish urination"
,PENAMEHAH,"micturates in small quantities rapidly, transparent clear urination, frothy micturition"
,KSHARAMEHAH,"resembles kṣāra/alkaline water, odour resemble kṣāra, taste resemble kṣāra, colour resemble kṣāra, touch resemble kṣāra, elimination of urine resembling kṣāra"
,KALAMEHAH/KRUSHNAMEHAH,"passes black ink like urine, profuse urination, elimination of urine which is hot in nature"
,NILAMEHAH,"passes bluish urine, frothy micturition, transperent, kingfisher coloured, sour taste"
,LOHITAMEHAH/RAKTAMEHAH,"urine posses smell like raw flesh, urine posses taste like saline, reddish urine, elimination of urine which is hot in nature, passes blood with urine"
,MANJISHTHAMEHAH,"passes urine like the decoction of mañjiṣṭha, profuse urination, urine posses smell like raw flesh"
,HARIDRAMEHAH,"passes acrid urine, passes turmeric coloured urine, burning micturition"
,AMLAMEHAH,"sour smell, sour taste"
,VASAMEHAH,"passes urine again and again, passes urine having a fatty appearance, passes fat mixed urine"
,MAJJAMEHAH,"passes urine mixed with bone marrow, passes urine appearing like bone marrow, passes urine again and again"
,HASTIMEHAH,"passes urine like an unrestrained elephant in rut, keeps on dribbling obstructed urine, passes urine without any force, passes urine mixed with lymph"
,MADHUMEHAH/KSHAUDRAMEHAH,"passes astringent urine, passes sweet urine, passes non-unctuous urine, pale urine, urine resembling honey, urine resembling honey water, honey coloured urine"
,SARPIRMEHAH,resembles ghee
,SARAVIKA-PRAMEHAPIDAKA,"boil in which the edges are raised, bluish black lesions, with wetness/dampness, with pain, like an earthen saucer, like an earthen saucer, boil in which the centre is depressed"
,JALINI-PRAMEHAPIDAKA,"boil with severe burning sensation, boil surrounded by a network of a fleshy mass, numbness, covered with venous plexus, unctuous discharge, broad cavity nodule, with severe pain, needling type of pain in nodule, minute opening, covered with venous plexus"
